Movie_name,Cast Info,Genre Info
Three Colors: White,"The cast of the movie Three Colors: White includes Julie Delpy as Dominique,Zbigniew Zamachowski as Karol Karol,Aleksander Bardini as Le Notaire (The Lawyer),Barbara Dziekan as La Caissière (The Cashier),Cezary Harasimowicz as L'inspecteur (The Inspector),Cezary Pazura as Le Propriétaire Du Bureau De Change (Bureau De Change Proprietor),Francis Coffinet as L'employé De Banque (The Bank Employee),Grzegorz Warchol as L'elégant (The Elegant Man),Janusz Gajos as Mikolaj,Jerzy Nowak as La Vieux Payson (The Old Farmer),Jerzy Stuhr as Jurek,Jerzy Trela as Monsieur Bronek,Michel Lisowski as L'interprète (The Interpreter),Philippe Morier-Genoud as Le Juge (The Judge),Piotr Machalica as L'homme De Haute Taille (The Tall Man).","The genre of the movie is Drama,Comedy,Romance."
Chicken Run,"The cast of the movie Chicken Run includes Julia Sawalha as Ginger,Mel Gibson as Rocky,Benjamin Whitrow as Fowler,Imelda Staunton as Bunty,Jane Horrocks as Babs,Jo Allen as Additional Chicken,John Sharian as Circus Man,Laura Strachan as Additional Chicken,Lisa Kay as Additional Chicken,Lynn Ferguson as Mac,Miranda Richardson as Mrs. Tweedy,Penélope Cruz as Herself - Ginger Model,Phil Daniels as Fetcher,Timothy Spall as Nick,Tony Haygarth as Mr. Tweedy.","The genre of the movie is Comedy,Animation,Family."
The King's Speech,"The cast of the movie The King's Speech includes Colin Firth as King George VI,Geoffrey Rush as Lionel Logue,Helena Bonham Carter as Queen Elizabeth,Anthony Andrews as Stanley Baldwin,Calum Gittins as Laurie Logue,Derek Jacobi as Dr. Cosmo Lang,Dominic Applewhite as Valentine Logue,Eve Best as Wallis Simpson,Filippo Delaunay as Undercook,Freya Wilson as Lilibet,Guy Pearce as Edward VIII,Harry Sims as BBC Technician/Soldier,Jennifer Ehle as Myrtle Logue,Max Callum as Royal Footman,Michael Gambon as King George V,Tim Downie as Duke Of Gloucester,Timothy Spall as Winston Churchill.","The genre of the movie is Drama,History."
Hell or High Water,"The cast of the movie Hell or High Water includes Alma Sisneros as Clerk,Amber Midthunder as Vernon Teller,Ben Foster as Tanner Howard,Buck Taylor as Old Man,Chris Pine as Toby Howard,Crystal Gonzales as Woman At Casino,Dale Dickey as Elsie,Dylan Kenin as Roadblock Trooper,Gil Birmingham as Alberto Parker,Gregory Cruz as Bear,Howard Ferguson Jr. as Vernon PD Officer,J. Nathan Simmons as Casino Patron,Jackamoe Buzzell as Archer City Deputy,Jeff Bridges as Marcus Hamilton,Joe Berryman as Bank Manager,John-Paul Howard as Justin,Katy Mixon as Jenny Ann,Keith Meriweather as Rancher,Kevin Rankin as Billy Rayburn,Kristin Berg as Olney Teller,Lora Martinez-Cunningham as Neighbor,Marin Ireland as Debbie,Melanie Papalia as Emily,Ricky Lee as Casino Pit Boss,Taylor Sheridan as Cowboy,William Sterchi as Mr. Clauson.","The genre of the movie is Drama,Crime."
Up,"The cast of the movie Up includes Edward Asner as Carl Fredricksen,John Ratzenberger as Construction Foreman Tom,Jordan Nagai as Russell,Bob Peterson as Dug/Alpha,Christopher Plummer as Charles Muntz,Danny Mann as Construction Worker Steve,David Kaye as Newsreel Announcer,Delroy Lindo as Beta,Donald Fullilove as Nurse George,Elie Docter as Young Ellie,Jeremy Leary as Young Carl,Jerome Ranft as Gamma,Jess Harnell as Nurse AJ,Josh Cooley as Omega,Mickie McGowan as Police Officer Edith.","The genre of the movie is Adventure,Drama,Comedy,Animation,Family."
Shirkers,"The cast of the movie Shirkers includes Ben Harrison as Himself,Georges Cardona as Himself,Grace Dane Mazur as Herself,Jasmine Kin Kia Ng as Herself,Philip Cheah as Himself,Sandi Tan as Herself,Sophia Siddique Harvey as Herself,Stephen Tyler as Himself.",The genre of the movie is Documentary.
The Lost Daughter,"The cast of the movie The Lost Daughter includes Abe Cohen as Principal Cast,Alba Rohrwacher as Principal Cast,Dagmara Dominczyk as Callie,Dakota Johnson as Nina,Ed Harris as Principal Cast,Ellie Mae Blake as Martha (Younger),Jack Farthing as Joe,Jessie Buckley as Young Leda,Oliver Jackson-Cohen as Toni,Olivia Colman as Leda,Panos Koronis as Vasili,Paul Mescal as Will,Peter Sarsgaard as Profesor Hardy,Yiannis Cheliotis as Kalli's Son,Abe Cohen as Cast,Alba Rohrwacher as Cast,Ed Harris as Lyle,Ellie James as Bianca (Older),Jack Farthing as Joe,Nikos Poursanidis as Cast,Panos Koronis as Vasili,Robyn Elwell as Young Bianca,Vassilis Koukalani as Maurice.",The genre of the movie is Drama.
Mildred Pierce,"The cast of the movie Mildred Pierce includes Ann Blyth as Veda Pierce,Bruce Bennett as Bert Pierce,Eve Arden as Ida Corwin,Jack Carson as Wally Fay,Jo Ann Marlowe as Kay Pierce,Joan Crawford as Mildred Pierce Beragon,Lee Patrick as Mrs. Maggie Biederhof,Moroni Olsen as Inspector Peterson,Veda Ann Borg as Miriam Ellis,Zachary Scott as Monte Beragon,Betty Alexander as Party Guest,Bill Alcorn as Soldier,George Anderson as Peterson's Assistant,James Anderson as Diner Customer,Ramsay Ames as Party Guest.","The genre of the movie is Drama,Mystery,Romance,Crime,Film-Noir."
45365,The cast of the movie 45365 includes.,The genre of the movie is Documentary.
Tootsie,"The cast of the movie Tootsie includes Dustin Hoffman as Michael Dorsey/Dorothy Michaels,Bill Murray as Jeff Slater,Charles Durning as Leslie 'Les' Nichols,Dabney Coleman as Ron Carlisle,Debra Mooney as Mrs. Mallory,Doris Belack as Rita Marshall,Ellen Foley as Jacqui,Geena Davis as April Page,George Gaynes as John Van Horn,Jessica Lange as Julie Nichols,Lynne Thigpen as Jo,Peter Gatto as Rick,Ronald L. Schwary as Phil Weintraub,Sydney Pollack as George Fields,Teri Garr as Sandy Lester.","The genre of the movie is Drama,Comedy,Romance."
Marooned in Iraq,"The cast of the movie Marooned in Iraq includes Allah-Morad Rashtian as Audeh,Bahram Sarbazi as Cast,Faegh Mohamadi as Barat,Fathollah Sa'edi as Cast,Hossein Rashid-Ghamat as Cast,Iran Ghobadi as Hanareh,Mariam Pouyani as Cast,Rojan Hosseini as Rojan,Saeed Mohammadi as The Teacher,Shahab Ebrahimi as Mirza.",The genre of the movie is Drama.
To Kill a Mockingbird,"The cast of the movie To Kill a Mockingbird includes Gregory Peck as Atticus Finch,Alice Ghostley as Aunt Stephanie Crawford,Brock Peters as Tom Robinson,Collin Wilcox Paxton as Mayella Violet Ewell,Crahan Denton as Walter Cunningham Sr.,Estelle Evans as Calpurnia,Frank Overton as Sheriff Heck Tate,James Anderson as Bob Ewell,John Megna as Dill Harris,Paul Fix as Judge Taylor,Richard Hale as Nathan Radley,Robert Duvall as Boo Radley,Rosemary Murphy as Maudie Atkinson,Ruth White as Mrs. Dubose,William Windom as Mr. Gilmer - Prosecutor.","The genre of the movie is Drama,Crime."
The Power of the Dog,"The cast of the movie The Power of the Dog includes Adam Beach as Edward Nappo,Alice May Connolly as Pearl,Benedict Cumberbatch as Phil Burbank,Frances Conroy as Old Lady,Geneviève Lemon as Mrs. Lewis,Jesse Plemons as George Burbank,Karl Willetts as Bill,Keith Carradine as Governor Edward,Kirsten Dunst as Rose,Kodi Smit-McPhee as Peter,Sean Keenan as Sven,Thomasin McKenzie as Lola,Alice May Connolly as Pearl,Alison Bruce as The Governor's Wife,Cohen Holloway as Bobby,Daniel Cleary as Jeanie's Friend,Geneviève Lemon as Mrs. Lewis,Jacque Drew as Jeanie,Karl Willetts as Bill,Peter Carroll as Cast,Stephen Lovatt as Doctor,Tatum Warren-Ngata as Libby,Yvette Parsons as Hettie.",The genre of the movie is Drama.
Aquarius,"The cast of the movie Aquarius includes Barbara Colen as Clara Em 1980,Buda Lira as Antonio,Carla Ribas as Cleide,Daniel Porpino as Adalberto/Rodrigo,Fernando Teixeira as Geraldo Bonfim,Germano Melo as Martin,Humberto Carrão as Diego,Irandhir Santos as Roberval,Julia Bernat as Julia,Maeve Jinkings as Ana Paula,Paula De Renor as Fátima,Pedro Queiroz as Tomás,Rubens Santos as Rivanildo,Sônia Braga as Clara,Taylor Moore Silzer as Officer Conway,Thaia Perez as Tia Lucia 1980,Zoraide Coleto as Ladjane.",The genre of the movie is Drama.
"So Long, My Son","The cast of the movie So Long, My Son includes Cheng Xu as Yingming Shen,Jiang Du as Hao Shen,Jingjing Li as Meiyu Gao,Liya Ai as Haiyan Li,Mei Yong as Liyun Wang,Roy Wang as Xing Liu,Wang Jinchun as Yaojun Liu,Xi Qi as Moli Shen,Zhao-Yan Guo-Zhang as Xinjian Zhang.",The genre of the movie is Drama.
Apollo 11,"The cast of the movie Apollo 11 includes Buzz Aldrin as Himself,Charles Duke as Himself,Clifford E. Charlesworth as Himself,Jack Benny as Himself,Janet Armstrong as Herself,Joan Ann Archer as Herself,Johnny Carson as Himself,Michael Collins as Himself,Neil Armstrong as Himself,Walter Cronkite as Himself,Bruce McCandless II as Himself,Charles Duke as Himself,Gene Kranz as Himself,Glynn Lunney as Himself,Jim Lovell as Himself,Lyndon Johnson as Himself.","The genre of the movie is History,Documentary."
Anomalisa,"The cast of the movie Anomalisa includes David Thewlis as Michael Stone,Jennifer Jason Leigh as Lisa Hesselman,Tom Noonan as Everyone Else,David Thewlis as Michael Stone,Jennifer Jason Leigh as Lisa,Tom Noonan as Everyone Else.","The genre of the movie is Drama,Fantasy,Comedy,Romance,Animation."
The Worst Person in the World,"The cast of the movie The Worst Person in the World includes Anders Danielsen Lie as Aksel,Hans Olav Brenner as Principal Cast,Helene Bjørnebye as Principal Cast,Herbert Nordrum as Eivind,Maria Grazia Di Meo as Principal Cast,Marianne Krogh as Principal Cast,Renate Reinsve as Julie,Silje Storstein as Principal Cast,Sofia Schandy Bloch as Principal Cast,Vidar Sandem as Principal Cast,Anna Dworak as Cast,Deniz Kaya as Cast,Savannah Schei as Cast,Thea Stabell as Cast,Tumi Løvik Jakobson as Cast.","The genre of the movie is Drama,Comedy."
Toy Story 2,"The cast of the movie Toy Story 2 includes Tim Allen as Buzz Lightyear,Tom Hanks as Woody,Annie Potts as Bo Peep,Don Rickles as Mr. Potato Head,Estelle Harris as Mrs. Potato Head,Jim Varney as Slinky Dog,Joan Cusack as Jessie The Yodeling Cowgirl,Jodi Benson as Tour Guide Barbie/Barbie On Backpack,Joe Ranft as Wheezy The Penguin/Heimlich,John Morris as Andy,John Ratzenberger as Hamm The Piggy Bank,Kelsey Grammer as Stinky Pete The Prospector,Laurie Metcalf as Andy's Mom,Wallace Shawn as Rex The Green Dinosaur,Wayne Knight as Al The Toy Collector.","The genre of the movie is Adventure,Fantasy,Comedy,Animation,Family."
Black Panther,"The cast of the movie Black Panther includes Andy Serkis as Ulysses Klaue/Klaw,Angela Bassett as Ramonda,Chadwick Boseman as T'Challa/Black Panther,Danai Gurira as Okoye,Daniel Kaluuya as W'Kabi,Forest Whitaker as Zuri,Letitia Wright as Shuri,Lupita Nyong'o as Nakia,Martin Freeman as Everett K. Ross,Michael B. Jordan as Erik Killmonger,Stan Lee as Principal Cast,Sterling K. Brown as N'Jobu,Winston Duke as M'Baku,Andy Serkis as Ulysses Klaw,Angela Bassett as Ramonda,Atandwa Kani as Young T'Chaka,Bambadjan Bamba as Military Leader,Cecil M. Henry as United Nations Council Member,Chadwick Boseman as T'Challa/Black Panther,Danai Gurira as Okoye,Daniel Kaluuya as W'Kabi,David S. Lee as Limbani,Florence Kasumba as Ayo,Forest Whitaker as Zuri,Isaach De Bankolé as River Tribe Elder,Jeremy Sample as Jabari Fisherman,John Kani as T'Chaka,Letitia Wright as Shuri,Lupita Nyong'o as Nakia,Martin Freeman as Everett K. Ross,Michael B. Jordan as Erik Killmonger,Michael David Yuhl as Ambassador,Phylicia Rashad as Cast,Sebastian Stan as Bucky Barnes/The Winter Soldier,Stan Lee as Cast,Sterling K. Brown as N'Jobu,Sydelle Noel as Dora #1/Xoliswa,Winston Duke as M'Baku/Man-Ape.","The genre of the movie is Action,Adventure,Sci-Fi,Drama."
The Human Voice,The cast of the movie The Human Voice includes Tilda Swinton as Woman.,"The genre of the movie is Drama,Short."
Brooklyn,"The cast of the movie Brooklyn includes Jim Broadbent as Father Flood,Julie Walters as Mrs. Keogh,Saoirse Ronan as Eilis,Aine Ni Mhuiri as Mrs. Byrne,Alisha Heng as Shelly,Alisha Reis as Shelley,Barbara Drennan as Shabby Woman,Brid Brennan as Miss Kelly,Domhnall Gleeson as Jim Farrell,Eileen O'Higgins as Nancy,Emily Bett Rickards as Patty,Emma Lowe as Mrs. Brady,Emory Cohen as Tony,Eva Birthistle as Georgina,Eve Macklin as Diana,Fiona Glascott as Rose,Gillian McCarthy as Timid Woman,Hugh Gormley as Priest,James Corscadden as Ship Waiter,Jane Brennan as Mary Lacey,Jenn Murray as Dolores,Jim Broadbent as Father Flood,Julie Walters as Mrs. Kehoe,Karen Belfo as Lady At The Cinema,Maeve McGrath as Mary,Mary O'Driscoll as Miss McAdam,Matt Glynn as Priest,Michael Zegen as Maurizio,Nora-Jane Noone as Sheila,Paulino Nuñes as Mr. Fiorello,Peter Campion as George Sheridan,Saoirse Ronan as Eilis Lacey.","The genre of the movie is Drama,Comedy,Romance."
Nobody Knows,"The cast of the movie Nobody Knows includes Ayu Kitaura as Kyoko,Hiei Kimura as Shigeru,Momoko Shimizu as Yuki,Yûya Yagira as Akira Fukushima,Hanae Kan as Saki,Kazuyoshi Kushida as Yoshinaga, The Landlord,Ken'ichi Endô as Pachinko Parlor Employee,Ryo Kase as Mini-Market Employee,Sei Hiraizumi as Mini-Market Manager,Susumu Terajima as Baseball Coach,Takako Tate as Mini-Market Teller,You as Keiko, The Mother,Yûichi Kimura as Sugihara (Taxi Driver),Yukiko Okamoto as Eriko Yoshinaga.",The genre of the movie is Drama.
Life Is Sweet,"The cast of the movie Life Is Sweet includes Alison Steadman as Wendy,Jim Broadbent as Andy,Claire Skinner as Natalie,David Neilson as Steve,David Thewlis as Nicola's Lover,Harriet Thorpe as Customer,Jack Thorpe-Baker as Nigel,Jane Horrocks as Nicola,Moya Brady as Paula,Paul Trussel as Chef,Stephen Rea as Patsy,Timothy Spall as Aubrey.","The genre of the movie is Drama,Comedy."
Faces,"The cast of the movie Faces includes Darlene Conley as Billy Mae,Dorothy Gulliver as Florence,Fred Draper as Freddie Draper,Gena Rowlands as Jeannie Rapp,Gene Darfler as Joe Jackson,Joanne Moore Jordan as Louise Draper,John Marley as Richard Forst,Lynn Carlin as Maria Forst,Seymour Cassel as Chet,Val Avery as Jim McCarthy,Anita White as Cast,Ann Shirley as Cast,Dave Mazzie as Cast,Elizabeth Deering as Stella,Julie Gambol as Cast.",The genre of the movie is Drama.
Mary Poppins,"The cast of the movie Mary Poppins includes Dick Van Dyke as Bert/Mr. Dawes Senior,Julie Andrews as Mary Poppins,Arthur Malet as Mr. Dawes Junior,Arthur Treacher as The Constable,David Tomlinson as Mr. Banks,Ed Wynn as Uncle Albert,Elsa Lanchester as Katie Nanna,Glynis Johns as Mrs. Banks,Hermione Baddeley as The Domestic,James Logan as Bank Doorman,Jane Darwell as The Bird Woman,Karen Dotrice as Jane Banks,Matthew Garber as Michael Banks,Reginald Owen as Admiral Boom,Reta Shaw as The Domestic.","The genre of the movie is Fantasy,Comedy,Family,Musical."
The Lord of the Rings: The Two Towers,"The cast of the movie The Lord of the Rings: The Two Towers includes Andy Serkis as Gollum,Bernard Hill as Theoden,Billy Boyd as Peregrin 'Pippin' Took,Brad Dourif as Grima Wormtongue,Bruce Allpress as Aldor,Bruce Hopkins as Gamling,Calum Gittins as Haleth,Cate Blanchett as Galadriel,Christopher Lee as Saruman The White,Ian McKellen as Gandalf,Jed Brophy as Sharku/Snaga,John Bach as Madril,Orlando Bloom as Legolas Greenleaf,Paris Howe Strewe as Théodred - Prince Of Rohan,Sala Baker as Man Flesh Uruk,Sam Comery as Éothain,Sean Astin as Samwise 'Sam' Gamgee.","The genre of the movie is Action,Adventure,Fantasy."
L'Enfant (The Child),"The cast of the movie L'Enfant (The Child) includes Déborah François as Sonia,Jérémie Renier as Bruno,Anne Gerard as Commerçante,Bernard Marbaix as Commerçant,Delphine Tomson as La Fille Aux Cheveux Rouges,Fabrizio Rongione as Jeune Bandit,François Olivier as Remy,Frédéric Bodson as Bandit Plus Âgé,Jean-Claude Boniverd as Le Policier En Civil,Jérémie Segard as Steve,Leon Michaux as Policier Commissariat,Marie-Rose Roland as Une Infirmière,Olivier Gourmet as Policier En Civil,Samuel De Ryck as Thomas,Stéphane Marsin as Jeune Homme.","The genre of the movie is Drama,Romance,Crime."
Sweet Country,"The cast of the movie Sweet Country includes Anni Finsterer as Nell,Bryan Brown as Sergeant Fletcher,Ewen Leslie as Harry March,Gibson John as Archie,Hamilton Morris as Sam Kelly,Lachlan J. Modrzynski as Constable Campbell,Matt Day as Judge Taylor,Natassia Gorey Furber as Lizzie,Sam Neill as Fred Smith,Tremayne Doolan as Philomac,Trevon Doolan as Philomac,Sam Neill as Fred Smith,Sotiris Tzelios as Picture Show Man,Thomas M. Wright as Mick Kennedy.","The genre of the movie is Adventure,Drama,History,Thriller,Crime,Western."
Jane Fonda in Five Acts,"The cast of the movie Jane Fonda in Five Acts includes Dick Cavett as Himself,Jane Fonda as Herself,Lily Tomlin as Herself,Mary Luana Williams as Herself,Nathalie Vadim as Herself,Paula Weinstein as Herself,Richard Nixon as Himself,Robert Redford as Himself,Ted Turner as Himself,Tom Hayden as Himself,Troy Garity as Himself,Mary Luana Williams as Herself.",The genre of the movie is Documentary.
Newtown,The cast of the movie Newtown includes.,The genre of the movie is Documentary.
Poetry,"The cast of the movie Poetry includes Da-wit Lee as Jongwook,Hira Kim as M. Kang,Jeong-hie Yun as Mija,Nae-sang Ahn as Kibum's Father,Yong-taek Kim as Cast.",The genre of the movie is Drama.
Restless Creature: Wendy Whelan,"The cast of the movie Restless Creature: Wendy Whelan includes Wendy Whelan as Herself,Wendy Whelan as Herself.",The genre of the movie is Documentary.
Birdman or (The Unexpected Virtue of Ignorance),"The cast of the movie Birdman or (The Unexpected Virtue of Ignorance) includes Amy Ryan as Sylvia,Andrea Riseborough as Laura,Edward Norton as Mike Shiner,Emma Stone as Sam,Michael Keaton as Riggan Thomson,Naomi Watts as Lesley,Zach Galifianakis as Jake,Akira Ito as Translator,Amy Ryan as Cast,And Palladino as Audience Member,Andrea Riseborough as Laura,Anna Hardwick as Reporter #1,Benjamin Kanes as Young Birdman,Bill Camp as Cast,Bomber Hurley-Smith as Stage Manager,Carrie Ormond as Cast,Clark Middleton as Sidney,Damian Young as Gabriel,David Fierro as Cast,David Itchkawitz as Shocked Audience Member,Dusan Dukic as Reporter #2,Edward Norton as Cast,Emma Stone as Cast,Jamahl Garrison-Lowe as Daniel (Stagehand),Jeremy Shamos as Ralph,Joel Garland as Jimmy (Stage Hand),Katherine O'Sullivan as Costume Assistant,Keenan Shimizu as Han,Kelli Wilcoxen as Theater Goer,Kelly Southerland as Annoying Times Square Guy #2,Kenny Chin as Korean Grocer,Lindsay Duncan as Tabitha,Marian Volk as Aficionado,Merritt Wever as Annie,Michael Keaton as Riggan Thomson,Naomi Watts as Cast,Natalie Gold as Clara,Paula Blum as Shocked Nurse,Raymond Mamrak as Annoying Tourist,Stefanie Bari as Sophie,Stefano Villabona as Tourist Theater Audience Member,Teena Byrd as Tourist At A Broadway Show,Zach Galifianakis as Cast.","The genre of the movie is Drama,Comedy."
Little Women,"The cast of the movie Little Women includes Claire Danes as Beth March,Kirsten Dunst as Younger Amy March,Susan Sarandon as Mrs. Abigail ""Marmee"" March,Winona Ryder as Jo March,Christian Bale as Laurie,Corrie Clark as Belle Gardiner,Eric Stoltz as John Brooke,Florence Patterson as Hannah,Gabriel Byrne as Friedrich Bhaer,John Neville as Mr. Laurence,Mary Wickes as Aunt March,Rebecca Toolan as Mrs. Gardiner,Robin Collins as Carriage Boy,Samantha Mathis as Older Amy March,Trini Alvarado as Meg March.","The genre of the movie is Drama,Romance,Family."
Shakespeare in Love,"The cast of the movie Shakespeare in Love includes Geoffrey Rush as Philip Henslowe,Joseph Fiennes as Will Shakespeare,Antony Sher as Dr. Moth,Bridget McConnell as Lady In Waiting,Georgie Glen as Lady In Waiting,Judi Dench as Queen Elizabeth,Martin Clunes as Richard Burbage,Nicholas Boulton as Henry Condell,Patrick Barlow as Will Kempe,Sandra Reinton as Rosaline,Simon Callow as Tilney - Master Of The Revels,Steven Beard as Makepeace - The Preacher,Steven O'Donnell as Lambert,Tim McMullan as Frees,Tom Wilkinson as Hugh Fennyman.","The genre of the movie is Drama,Comedy,Romance."
The Awful Truth,"The cast of the movie The Awful Truth includes Alexander D'Arcy as Armand Duvalle,Cary Grant as Jerry Warriner,Cecil Cunningham as Aunt Patsy,Esther Dale as Mrs. Leeson,Irene Dunne as Lucy Warriner,Joyce Compton as Dixie Belle Lee,Molly Lamont as Barbara Vance,Ralph Bellamy as Daniel Leeson,Robert Allen as Frank Randall,Robert Warwick as Mr. Vance,Al Bridge as Motor Cop,Claud Allister as Lord Fabian,Mary Forbes as Mrs. Vance,Ruth Cherrington as Minor Role,Wyn Cahoon as Mrs. Barnsley.","The genre of the movie is Comedy,Romance."
Can You Ever Forgive Me?,"The cast of the movie Can You Ever Forgive Me? includes Alice Kremelberg as Principal Cast,Anna Deavere Smith as Principal Cast,Ben Falcone as Alan Schmidt,Christian Navarro as Kurt,Dolly Wells as Anna,Erik LaRay Harvey as Agent Solonas,Gregory Korostishevsky as Andre,Jane Curtin as Marjorie,Jennifer Westfeldt as Principal Cast,Joanna Adler as Arlene,Julie Ann Emery as Principal Cast,Marc Evan Jackson as Lloyd,Melissa McCarthy as Lee Israel,Michael Cyril Creighton as Harry,Pun Bandhu as Agent Doyle,Richard E. Grant as Jack Hock,Shae D'Lyn as Nell,Stephen Spinella as Paul,Alice Kremelberg as Cast,Anna Deavere Smith as Elaine,Anne Hollister as Young Girl At Vet,Ben Rauch as Coat Check Guy,Brandon Scott Jones as Glen,Dolly Wells as Cast,Joanna Adler as Arlene,Kevin Carolan as Tom Clancy,Marc Evan Jackson as Lloyd,Marcus Choi as Another Cubicle Guy,Mary B. McCann as Judge,Michael Cyril Creighton as Harry,Michael Laurence as Fenwick,Moisés Acevedo as Clerk,Rosal Colon as Rachel,Shae D'Lyn as Nell,Stephen Spinella as Cast,Tiffany Blair as Lady With Bird.","The genre of the movie is Biography,Drama,Comedy,Crime."
Wolfwalkers,"The cast of the movie Wolfwalkers includes Amy Dunne as Additional Voices,Eva Whittaker as Mebh Óg MacTíre,Honor Kneafsey as Robyn Goodfellowe,John Morton as Stumpy Woodcutter,Jon Kenny as Stringy Woodcutter, Ned,Maria Doyle Kennedy as Moll MacTíre,Niamh Moyles as Additional Voices,Nora Twomey as Head Housekeeper, Bridget,Oliver McGrath as Street Children Ringleader, Padraig,Paul Young as Sheep Farmer,Sean Bean as Bill Goodfellowe,Simon McBurney as Lord Protector Cromwell,Tommy Tiernan as Seán Óg,Ben Andrews as Soldier,Gilly Fogg as Additional Voices,Jerome Burelbach as Soldier,Jon Kenny as Stringy Woodcutter, Ned,Michael McGrath as Additional Voices,Niamh Moyles as Fishmonger,Nora Twomey as Additional Voices,Oliver McGrath as Street Children Ringleader, Padraig,Paul Young as Sheep Farmer,Vince Drews as Soldier.","The genre of the movie is Adventure,Fantasy,Animation,Family."
It Happened One Night,"The cast of the movie It Happened One Night includes Alan Hale as Danker,Arthur Hoyt as Zeke,Blanche Friderici as Zeke's Wife,Charles C. Wilson as Gordon,Clark Gable as Peter,Claudette Colbert as Ellie,Ernie Adams as The Bag Thief,Jameson Thomas as Westley,Roscoe Karns as Shapeley,Walter Connolly as Andrews,Harry C. Bradley as Henderson,Irving Bacon as Gas Station Attendant,Jessie Arnold as Woman At Auto Camp,Ward Bond as Bus Driver #1,William Bailey as Clark.","The genre of the movie is Comedy,Romance."
The Body Remembers When the World Broke Open,"The cast of the movie The Body Remembers When the World Broke Open includes Aidan Dee as Jessa,Anthony Bolognese as Jonah,Barbara Eve Harris as Sophie,Charlie Hannah as Cat,Elle-Máijá Tailfeathers as Áila,James Angus Cowan as Cole,Jay Cardinal Villeneuve as Cory,Sonny Surowiec as Taxi Driver #1,Tony Massil as Neighbour,Violet Nelson as Rosie,Anesha Bailey as Receptionist,Charles Jarman as Taxi Driver #2,Glenn Cho as Clerk,Joan Boisjoly as Gladys,Paul Jarrett as Dr. Phillips.",The genre of the movie is Drama.
The Missing Picture,The cast of the movie The Missing Picture includes Randal Douc as Narrator.,The genre of the movie is Documentary.
"I Travel Because I Have to, I Come Back Because I Love You","The cast of the movie I Travel Because I Have to, I Come Back Because I Love You includes Irandhir Santos as Cast.",The genre of the movie is Drama.
The Invisible Man,"The cast of the movie The Invisible Man includes Aldis Hodge as James Lanier,Amali Golden as Annie,Anthony Wong as Actor,Benedict Hardie as Marc (Architect),Bianca Pomponio as Office Worker,Brian Meegan as Lyft Driver,Elisabeth Moss as Cecilia Kass,Harriet Dyer as Emily Kass,Luke Owen as Passerby,Michael Dorman as Tom Griffin,Nash Edgerton as Security Guard,Nick Kici as Taylor (Waiter),Oliver Jackson-Cohen as Adrian Griffin,Renee Lim as Doctor Lee,Sam Smith as Detective Reckley,Storm Reid as Sydney Lanier,Zara Michales as Nurse,Anthony Wong as Cast,Benedict Hardie as Cast,Bianca Pomponio as Office Worker,Cardwell Lynch as Police Officer,Cleave Williams as Orderly,Dennis Kreusler as Car Park Guard,Michael Knott as Bandaged Hospital Patient,Nicholas Hope as Head Doctor,Randolph Fields as Pedestrian,Sam Smith as Detective Reckley,Serag Mohamed as Taser Guard,Vivienne Greer as Screaming Woman.","The genre of the movie is Action,Sci-Fi,Drama,Mystery,Thriller,Horror."
Scarface,"The cast of the movie Scarface includes Al Pacino as Tony Montana,Michelle Pfeiffer as Elvira Hancock,Al Israel as Hector The Toad,Ángel Salazar as Chi Chi,Arnaldo Santana as Ernie,Dennis Holahan as Jerry The Banker,F. Murray Abraham as Omar Suarez,Harris Yulin as Mel Bernstein,Mary Elizabeth Mastrantonio as Gina Montana,Michael P. Moran as Nick The Pig,Miriam Colón as Mama Montana,Paul Shenar as Alejandro Sosa,Pepe Serna as Angel,Robert Loggia as Frank Lopez,Steven Bauer as Manny Ribera.","The genre of the movie is Drama,Thriller,Crime."
Of Men and War,The cast of the movie Of Men and War includes.,"The genre of the movie is History,War,Documentary."
The Long Goodbye,"The cast of the movie The Long Goodbye includes David Arkin as Harry,Elliott Gould as Philip Marlowe,Henry Gibson as Dr. Verringer,Jim Bouton as Terry Lennox,Jo Ann Brody as Jo Ann Eggenweiler,Mark Rydell as Marty Augustine,Nina van Pallandt as Eileen Wade,Stephen Coit as Detective Farmer,Sterling Hayden as Roger Wade,Warren Berlinger as Morgan,Enrique Lucero as Jefe,Jack Knight as Mabel,Pancho Córdova as Doctor,Pepe Callahan as Pepe,Vincent Palmieri as Vince.","The genre of the movie is Drama,Mystery,Thriller,Comedy,Crime."
Imitation of Life,"The cast of the movie Imitation of Life includes Dan O'Herlihy as David Edwards,John Gavin as Steve Archer,John Vivyan as Young Man,Juanita Moore as Annie Johnson,Karin Dicker as Sarah Jane - 8,Lana Turner as Lora Meredith,Robert Alda as Allen Loomis,Sandra Dee as Susie - 16,Susan Kohner as Sarah Jane - 18,Terry Burnham as Susie - 6,Ann Robinson as Showgirl,David Tomack as Mr. McKenney,Lee Goodman as Photographer,Sandra Gould as Annette,Troy Donahue as Frankie.",The genre of the movie is Drama.
